OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
438466,472592,SFO-GA01150606-37-153-0027-04,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Milledgeville,"GAS Oconee District, Milledgeville Office",,,,,,,,,,2006,2453832.5,97,,5.0,Debris Burning,,,,47.87,C,32.40385728,-83.73777931,14.0,MISSING/NOT SPECIFIED,GA,Houston,153,Houston,b'\x00\x01\xad\x10\x00\x00`\x07\xb6\xc67\xefT\xc0\x08\xedh\x98\xb13@@`\x07\xb6\xc67\xefT\xc0\x08\xedh\x98\xb13@@|\x01\x00\x00\x00`\x07\xb6\xc67\xefT\xc0\x08\xedh\x98\xb13@@\xfe'
1712580,201930587,IA-IITF-30587,INTERAGCY,IA-PRIITF,IA,USPRIITF,International Institute of Tropical Forestry,PRIITF,International Institute of Tropical Forestry,,,,,,,,,,2007,2454118.5,18,,13.0,Missing/Undefined,,,,1.0,B,17.970539,-66.246414,14.0,MISSING/NOT SPECIFIED,PR,,,,b'\x00\x01\xad\x10\x00\x00\xb0\xd19?\xc5\x8fP\xc0 ~p>u\xf81@\xb0\xd19?\xc5\x8fP\xc0 ~p>u\xf81@|\x01\x00\x00\x00\xb0\xd19?\xc5\x8fP\xc0 ~p>u\xf81@\xfe'
205063,207801,W-414911,FED,DOI-WFMI,BIA,USAZPMA,Pima Agency,AZPMA,Pima Agency,352,,,AARON L.,,,,,,1995,2449917.5,200,2205,7.0,Arson,2449917.5,200.0,2229,30.0,C,33.0384,-111.5723,2.0,BIA,AZ,,,,b'\x00\x01\xad\x10\x00\x00\x0c\xe0-\x90\xa0\xe4[\xc0P\x15\x8cJ\xea\x84@@\x0c\xe0-\x90\xa0\xe4[\xc0P\x15\x8cJ\xea\x84@@|\x01\x00\x00\x00\x0c\xe0-\x90\xa0\xe4[\xc0P\x15\x8cJ\xea\x84@@\xfe'
186059,188330,W-384767,FED,DOI-WFMI,BIA,USWIGLA,Great Lakes Agency,WIGLA,Great Lakes Agency,50,,,50,,,,,,1996,2450230.5,148,1144,8.0,Children,2450230.5,148.0,1208,0.1,A,45.9544,-89.9313,2.0,BIA,WI,,,,b'\x00\x01\xad\x10\x00\x00\xf0\xb0Pk\x9a{V\xc0\xc0\xa6y\xc7)\xfaF@\xf0\xb0Pk\x9a{V\xc0\xc0\xa6y\xc7)\xfaF@|\x01\x00\x00\x00\xf0\xb0Pk\x9a{V\xc0\xc0\xa6y\xc7)\xfaF@\xfe'
1113421,1356544,CDF_2003_54_2217_010801      ,NONFED,ST-CACDF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,,010801      ,,ROTH                     ,,,,,,2003,2452843.5,204,,9.0,Miscellaneous,,,,1.0,B,39.09388888,-121.03888888,14.0,MISSING/NOT SPECIFIED,CA,,,,"b""\x00\x01\xad\x10\x00\x00\xc8\xf1\xc8'}B^\xc0x\x87\x02\x8d\x04\x8cC@\xc8\xf1\xc8'}B^\xc0x\x87\x02\x8d\x04\x8cC@|\x01\x00\x00\x00\xc8\xf1\xc8'}B^\xc0x\x87\x02\x8d\x04\x8cC@\xfe"""
1417907,19114000,SFO-GA-FAN-8-12/3/1993-1555,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,8,,,,,,,,1993,2449324.5,337,1555,5.0,Debris Burning,2449324.5,337.0,1615,0.04,A,34.8241,-84.3446,8.0,PRIVATE,GA,Fannin              ,111,Fannin,b'\x00\x01\xad\x10\x00\x00\xe4\x8c(\xed\r\x16U\xc0 Q\xda\x1b|iA@\xe4\x8c(\xed\r\x16U\xc0 Q\xda\x1b|iA@|\x01\x00\x00\x00\xe4\x8c(\xed\r\x16U\xc0 Q\xda\x1b|iA@\xfe'
102617,103705,FS-328614,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,196,,,CHEEK,,,,,,1997,2450682.5,234,1035,2.0,Equipment Use,2450682.5,234.0,1050,0.1,A,34.50333333,-118.62833333,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\x8c\xd5\xff\x9c6\xa8]\xc0 \xab\xff9m@A@\x8c\xd5\xff\x9c6\xa8]\xc0 \xab\xff9m@A@|\x01\x00\x00\x00\x8c\xd5\xff\x9c6\xa8]\xc0 \xab\xff9m@A@\xfe'
1644611,201772701,W-658273,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center,,,HT1P,PINTO MESA,,,,,,2013,2456508.5,216,1242,1.0,Lightning,2456508.5,216.0,1500,0.1,A,40.0044,-108.3867,1.0,BLM,CO,Rio Blanco,103,Rio Blanco,b'\x00\x01\xad\x10\x00\x00<W[\xb1\xbf\x18[\xc0 \r\xe0-\x90\x00D@<W[\xb1\xbf\x18[\xc0 \r\xe0-\x90\x00D@|\x01\x00\x00\x00<W[\xb1\xbf\x18[\xc0 \r\xe0-\x90\x00D@\xfe'
689205,766787,ME_02210152,NONFED,ST-MEMES,ST/C&L,USMEMES,Maine Forest Service,MEMES,Maine Forest Service,,,,,,,,,,2002,2452495.5,221,,13.0,Missing/Undefined,2452495.5,221.0,,1.1,B,43.95236111,-70.66827778,8.0,PRIVATE,ME,CUMBERLAND,005,Cumberland,b'\x00\x01\xad\x10\x00\x00\x94o*\x10\xc5\xaaQ\xc0X\xb7\x06\xf8\xe6\xf9E@\x94o*\x10\xc5\xaaQ\xc0X\xb7\x06\xf8\xe6\xf9E@|\x01\x00\x00\x00\x94o*\x10\xc5\xaaQ\xc0X\xb7\x06\xf8\xe6\xf9E@\xfe'
493802,531154,SFO-MN0349-913653,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,,,,,,,,,,1992,2448751.5,130,,5.0,Debris Burning,,,,3.0,B,47.838224,-94.602499,14.0,MISSING/NOT SPECIFIED,MN,Beltrami,007,Beltrami,b'\x00\x01\xad\x10\x00\x00\xd87\xf7W\x8f\xa6W\xc0x\\\x8d\xecJ\xebG@\xd87\xf7W\x8f\xa6W\xc0x\\\x8d\xecJ\xebG@|\x01\x00\x00\x00\xd87\xf7W\x8f\xa6W\xc0x\\\x8d\xecJ\xebG@\xfe'
148301,149749,FS-376706,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,251,,8715,RIDGE,,,,,,2002,2452527.5,253,1412,1.0,Lightning,2452528.5,254.0,1200,0.1,A,34.26888889,-110.96416667,5.0,USFS,AZ,,,,"b'\x00\x01\xad\x10\x00\x00\xc0\xe2\x1e\xe8\xb4\xbd[\xc0hg~\xf3j""A@\xc0\xe2\x1e\xe8\xb4\xbd[\xc0hg~\xf3j""A@|\x01\x00\x00\x00\xc0\xe2\x1e\xe8\xb4\xbd[\xc0hg~\xf3j""A@\xfe'"
1666807,201828656,SFO-2013NY3643NY3643-2013-0000265,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY3643,Fire Department of New York,,NY3643-2013-0000265,,,,,,,,2013,2456619.5,327,1000,5.0,Debris Burning,2456619.5,327.0,1548,0.1,A,41.1806,-74.1829,14.0,MISSING/NOT SPECIFIED,NY,ROCKLAND,087,Rockland,b'\x00\x01\xad\x10\x00\x00\x0c\x9c3\xa2\xb4\x8bR\xc00\xd4\x9a\xe6\x1d\x97D@\x0c\x9c3\xa2\xb4\x8bR\xc00\xd4\x9a\xe6\x1d\x97D@|\x01\x00\x00\x00\x0c\x9c3\xa2\xb4\x8bR\xc00\xd4\x9a\xe6\x1d\x97D@\xfe'
22736,22846,FS-1453788,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,42,011,DW8T,CHEPO,,,,,,2007,2454330.5,230,0133,2.0,Equipment Use,2454330.5,230.0,0500,0.2,A,37.35388889,-119.5825,5.0,USFS,CA,39,039,Madera,"b'\x00\x01\xad\x10\x00\x00\xe0z\x14\xaeG\xe5]\xc0\xe8{,;L\xadB@\xe0z\x14\xaeG\xe5]\xc0\xe8{,;L\xadB@|\x01\x00\x00\x00\xe0z\x14\xaeG\xe5]\xc0\xe8{,;L\xadB@\xfe'"
741315,840678,SC_18407,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,,,,,,,,,,1993,2449066.5,79,,13.0,Missing/Undefined,2449066.5,79.0,,5.0,B,33.775,-80.09166667,14.0,MISSING/NOT SPECIFIED,SC,14,027,Clarendon,b'\x00\x01\xad\x10\x00\x00\x1cr\xe1\xdd\xdd\x05T\xc083333\xe3@@\x1cr\xe1\xdd\xdd\x05T\xc083333\xe3@@|\x01\x00\x00\x00\x1cr\xe1\xdd\xdd\x05T\xc083333\xe3@@\xfe'
883394,1006069,SWRA_GA_61935,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS31,GAS Unit 31,,3.3713,,,,,,,,1999,2451369.5,191,,2.0,Equipment Use,,,,1.5,B,31.8928,-83.3714,14.0,MISSING/NOT SPECIFIED,GA,,,,b'\x00\x01\xad\x10\x00\x00\xfcn\x81\x04\xc5\xd7T\xc0\x80\xdeq\x8a\x8e\xe4?@\xfcn\x81\x04\xc5\xd7T\xc0\x80\xdeq\x8a\x8e\xe4?@|\x01\x00\x00\x00\xfcn\x81\x04\xc5\xd7T\xc0\x80\xdeq\x8a\x8e\xe4?@\xfe'
1589880,201607247,SFO-SD-2012-14015,NONFED,ST-NASF,ST/C&L,USSDSDS,South Dakota Wildland Fire Suppression,SD-SDS,South Dakota Wildland Fire Suppression (GPC Area),,14015,,MILLER,,,,,,2012,2456103.5,177,,1.0,Lightning,,,,0.2,A,44.5469,-104.0477,8.0,PRIVATE,SD,Lawrence,081,Lawrence,b'\x00\x01\xad\x10\x00\x008\x01M\x84\r\x03Z\xc0`\x17\xb7\xd1\x00FF@8\x01M\x84\r\x03Z\xc0`\x17\xb7\xd1\x00FF@|\x01\x00\x00\x008\x01M\x84\r\x03Z\xc0`\x17\xb7\xd1\x00FF@\xfe'
598222,645930,SFO-TN0402-5357,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS,Tennessee Division of Forestry,,,,,,,,,,2008,2454808.5,343,,9.0,Miscellaneous,,,,3.0,B,35.82383,-85.63811,14.0,MISSING/NOT SPECIFIED,TN,Crockett,033,Crockett,b'\x00\x01\xad\x10\x00\x00\x08PS\xcb\xd6hU\xc0`\xbb\xedBs\xe9A@\x08PS\xcb\xd6hU\xc0`\xbb\xedBs\xe9A@|\x01\x00\x00\x00\x08PS\xcb\xd6hU\xc0`\xbb\xedBs\xe9A@\xfe'
1259504,1662776,SFO-GA-FY2002-Troup-010,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,FY2002-Troup-010,,FY2002-TROUP-010,,,,,,2001,2452209.5,300,1030,9.0,Miscellaneous,2452209.5,300.0,1030,12.0,C,32.8702,-84.9107,8.0,PRIVATE,GA,Troup,285,Troup,b'\x00\x01\xad\x10\x00\x00\xe4\x1d\xa7\xe8H:U\xc0`}\xae\xb6bo@@\xe4\x1d\xa7\xe8H:U\xc0`}\xae\xb6bo@@|\x01\x00\x00\x00\xe4\x1d\xa7\xe8H:U\xc0`}\xae\xb6bo@@\xfe'
316119,322633,W-568470,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,D44Z,ROCKWOOD,,,,,,2005,2453604.5,234,1600,2.0,Equipment Use,2453604.5,234.0,2000,4.0,B,33.111736,-116.980403,8.0,PRIVATE,CA,San Diego,073,San Diego,b'\x00\x01\xad\x10\x00\x00\x9cy9\xec\xbe>]\xc0\xa0\xe4\x80]M\x8e@@\x9cy9\xec\xbe>]\xc0\xa0\xe4\x80]M\x8e@@|\x01\x00\x00\x00\x9cy9\xec\xbe>]\xc0\xa0\xe4\x80]M\x8e@@\xfe'
642468,694239,SFO-TX0482-124583,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2008,2454506.5,41,,5.0,Debris Burning,,,,0.5,B,33.28336,-96.3907,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin,b'\x00\x01\xad\x10\x00\x00\x04\xa3\x92:\x01\x19X\xc0X\x7f\xf6#E\xa4@@\x04\xa3\x92:\x01\x19X\xc0X\x7f\xf6#E\xa4@@|\x01\x00\x00\x00\x04\xa3\x92:\x01\x19X\xc0X\x7f\xf6#E\xa4@@\xfe'
1164411,1415466,ALS-FLO-20060713-002,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALFLO,AFC Florence,002,FLO-20060713-002,,,,,,,,2006,2453929.5,194,1810,7.0,Arson,2453929.5,194.0,2008,0.75,B,34.867348,-87.912528,14.0,MISSING/NOT SPECIFIED,AL,Lauderdale,077,Lauderdale,b'\x00\x01\xad\x10\x00\x00\xc8+\xd7\xdbf\xfaU\xc0( _B\x05oA@\xc8+\xd7\xdbf\xfaU\xc0( _B\x05oA@|\x01\x00\x00\x00\xc8+\xd7\xdbf\xfaU\xc0( _B\x05oA@\xfe'
769491,871483,ODF-67921,NONFED,ST-ORORS,ST/C&L,USOR723S,Gold Beach Unit,ORODF-723,Gold Beach Unit,036,67921,,BEACH LOOP ROAD,,,,,,2003,2452867.5,228,,3.0,Smoking,2452867.5,228.0,,0.25,A,43.0665,-124.4134,8.0,PRIVATE,OR,6,011,Coos,b'\x00\x01\xad\x10\x00\x00\xa4\nF%u\x1a_\xc0\x98\x97n\x12\x83\x88E@\xa4\nF%u\x1a_\xc0\x98\x97n\x12\x83\x88E@|\x01\x00\x00\x00\xa4\nF%u\x1a_\xc0\x98\x97n\x12\x83\x88E@\xfe'
986138,1115020,TFS_FL_73367,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS8,FLS Waccasassa Forestry Center,,0258,,,,,,,,2000,2451660.5,117,,6.0,Railroad,,,,0.5,B,29.58,-81.95,14.0,MISSING/NOT SPECIFIED,FL,Putnam,107,Putnam,b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xcc|T\xc0 \xaeG\xe1z\x94=@\xcc\xcc\xcc\xcc\xcc|T\xc0 \xaeG\xe1z\x94=@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xcc|T\xc0 \xaeG\xe1z\x94=@\xfe'
983791,1112599,TFS_FL_69207,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS8,FLS Waccasassa Forestry Center,,0425,,,,,,,,1999,2451283.5,105,,9.0,Miscellaneous,,,,4.0,B,29.71,-81.7,14.0,MISSING/NOT SPECIFIED,FL,Putnam,107,Putnam,b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xcclT\xc0\x00)\\\x8f\xc2\xb5=@\xcc\xcc\xcc\xcc\xcclT\xc0\x00)\\\x8f\xc2\xb5=@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xcclT\xc0\x00)\\\x8f\xc2\xb5=@\xfe'
381385,404015,SFO-AR01170606-0270,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS6,ARS District 6,,,,,,,,,,2006,2453750.5,15,,5.0,Debris Burning,,,,25.0,C,35.55596002,-93.86759999,14.0,MISSING/NOT SPECIFIED,AR,Franklin,047,Franklin,b'\x00\x01\xad\x10\x00\x00\xd4\xc3\x1b\xc2\x86wW\xc0P\xe4\xab\xb2)\xc7A@\xd4\xc3\x1b\xc2\x86wW\xc0P\xe4\xab\xb2)\xc7A@|\x01\x00\x00\x00\xd4\xc3\x1b\xc2\x86wW\xc0P\xe4\xab\xb2)\xc7A@\xfe'
679322,742410,SFO-WV0409-0445,NONFED,ST-NASF,ST/C&L,USWVWVS,West Virginia Division of Forestry,WVWVS,West Virginia Division of Forestry,,,,,,,,,,2008,2454575.5,110,,1.0,Lightning,,,,0.2,A,38.56207778,-81.43022299,14.0,MISSING/NOT SPECIFIED,WV,Roane,087,Roane,b'\x00\x01\xad\x10\x00\x00`\x02\x02\xc6\x88[T\xc0Ht)*\xf2GC@`\x02\x02\xc6\x88[T\xc0Ht)*\xf2GC@|\x01\x00\x00\x00`\x02\x02\xc6\x88[T\xc0Ht)*\xf2GC@\xfe'
955383,1083522,TFS_FL_28731,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS11,FLS Withlacoochee Forestry Center,,0261,,,,,,,,1996,2450295.5,213,,1.0,Lightning,,,,3.0,B,28.96,-82.53,14.0,MISSING/NOT SPECIFIED,FL,Citrus,017,Citrus,b'\x00\x01\xad\x10\x00\x00P\xb8\x1e\x85\xeb\xa1T\xc0\x00)\\\x8f\xc2\xf5<@P\xb8\x1e\x85\xeb\xa1T\xc0\x00)\\\x8f\xc2\xf5<@|\x01\x00\x00\x00P\xb8\x1e\x85\xeb\xa1T\xc0\x00)\\\x8f\xc2\xf5<@\xfe'
1261518,1664851,SFO-GA-FY2003-Jasper-001,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,FY2003-Jasper-001,,FY2003-JASPER-001,,,,,,2002,2452470.5,196,1755,5.0,Debris Burning,2452470.5,196.0,1755,3.55,B,33.4568986,-83.65749845,8.0,PRIVATE,GA,Jasper,159,Jasper,b'\x00\x01\xad\x10\x00\x00\xe8\xfa`t\x14\xeaT\xc0PK@\xa7{\xba@@\xe8\xfa`t\x14\xeaT\xc0PK@\xa7{\xba@@|\x01\x00\x00\x00\xe8\xfa`t\x14\xeaT\xc0PK@\xa7{\xba@@\xfe'
181588,183735,W-318943,FED,DOI-WFMI,BIA,USSDRBA,Rosebud Agency,SDRBA,Rosebud Agency,40,,,CAR#09,,,,,,1995,2449788.5,71,0300,2.0,Equipment Use,2449788.5,71.0,0400,0.1,A,43.3003,-100.6835,2.0,BIA,SD,,,,b'\x00\x01\xad\x10\x00\x008\xb4\xc8v\xbe+Y\xc0\x98~\xfb:p\xa6E@8\xb4\xc8v\xbe+Y\xc0\x98~\xfb:p\xa6E@|\x01\x00\x00\x008\xb4\xc8v\xbe+Y\xc0\x98~\xfb:p\xa6E@\xfe'
737228,836421,SC_14137,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,,,,,,,,,,1994,2449434.5,82,,13.0,Missing/Undefined,2449434.5,82.0,1131,1.0,B,33.40833333,-80.37916667,14.0,MISSING/NOT SPECIFIED,SC,38,075,Orangeburg,b'\x00\x01\xad\x10\x00\x00\x84\xd8GDD\x18T\xc0\xc8\x1b=DD\xb4@@\x84\xd8GDD\x18T\xc0\xc8\x1b=DD\xb4@@|\x01\x00\x00\x00\x84\xd8GDD\x18T\xc0\xc8\x1b=DD\xb4@@\xfe'
754903,855477,UT_37293,NONFED,ST-UTUTS,ST/C&L,USUTUTS,Utah Division Forestry Fire State Lands,UTUTS,Utah Division Forestry Fire State Lands,,37293,,HURRICANE,,,,,,1993,2449172.5,185,,13.0,Missing/Undefined,,,,50.0,C,37.19245,-113.33717,14.0,MISSING/NOT SPECIFIED,UT,WASHINGTON,053,Washington,b'\x00\x01\xad\x10\x00\x00L\xccz1\x94U\\\xc0\xc8\x0e\x9c3\xa2\x98B@L\xccz1\x94U\\\xc0\xc8\x0e\x9c3\xa2\x98B@|\x01\x00\x00\x00L\xccz1\x94U\\\xc0\xc8\x0e\x9c3\xa2\x98B@\xfe'
286016,291475,W-536028,FED,DOI-WFMI,BIA,USMTCRA,Crow Agency,MTCRA,Crow Agency,273,,C5QB,GT,,,,,,2006,2453978.5,243,1909,2.0,Equipment Use,2453978.5,243.0,1927,0.1,A,45.5975,-107.4611,2.0,BIA,MT,,,,b'\x00\x01\xad\x10\x00\x00\xe0\x0b\x93\xa9\x82\xddZ\xc0\x18\xaeG\xe1z\xccF@\xe0\x0b\x93\xa9\x82\xddZ\xc0\x18\xaeG\xe1z\xccF@|\x01\x00\x00\x00\xe0\x0b\x93\xa9\x82\xddZ\xc0\x18\xaeG\xe1z\xccF@\xfe'
787116,892603,SCHMIDT_29011863,NONFED,ST-MOMOS,ST/C&L,USMOMOS,Missouri Department of Conservation,MOMOS,Missouri Department of Conservation,,,,,,,,,,1994,2449674.5,322,1330,7.0,Arson,,,,1.0,B,37.74174065,-92.77641998,14.0,MISSING/NOT SPECIFIED,MO,Laclede,105,Laclede,b'\x00\x01\xad\x10\x00\x00\xe4\x83m\xdd\xb01W\xc0\x98\xee\x8c[\xf1\xdeB@\xe4\x83m\xdd\xb01W\xc0\x98\xee\x8c[\xf1\xdeB@|\x01\x00\x00\x00\xe4\x83m\xdd\xb01W\xc0\x98\xee\x8c[\xf1\xdeB@\xfe'
898087,1024198,SWRA_OK_10776,NONFED,ST-OKOKS,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS4,OKS Unit 4,,287,,,,,,,,2000,2451770.5,227,,7.0,Arson,,,,5.0,B,34.1497,-94.8697,14.0,MISSING/NOT SPECIFIED,OK,,,,b'\x00\x01\xad\x10\x00\x000U0*\xa9\xb7W\xc0\x10\x1b\x9e^)\x13A@0U0*\xa9\xb7W\xc0\x10\x1b\x9e^)\x13A@|\x01\x00\x00\x000U0*\xa9\xb7W\xc0\x10\x1b\x9e^)\x13A@\xfe'
21644,21749,FS-1452412,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,79,7,C65L,TUNNEL,,,,,,2007,2454343.5,243,1338,1.0,Lightning,2454343.5,243.0,1620,0.1,A,36.98194444,-119.00305556,5.0,USFS,CA,19,019,Fresno,b'\x00\x01\xad\x10\x00\x00T\x91\xf2\x0f2\xc0]\xc0\x08%\xfcZ\xb0}B@T\x91\xf2\x0f2\xc0]\xc0\x08%\xfcZ\xb0}B@|\x01\x00\x00\x00T\x91\xf2\x0f2\xc0]\xc0\x08%\xfcZ\xb0}B@\xfe'
496107,533533,SFO-MN0349-916016,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,,,,,,,,,,1993,2449095.5,108,,2.0,Equipment Use,,,,2.0,B,45.335016,-93.419107,14.0,MISSING/NOT SPECIFIED,MN,Anoka,003,Anoka,b'\x00\x01\xad\x10\x00\x00\x90\xa1*\xa6\xd2ZW\xc0\x88\xd1\xe5\xcd\xe1\xaaF@\x90\xa1*\xa6\xd2ZW\xc0\x88\xd1\xe5\xcd\xe1\xaaF@|\x01\x00\x00\x00\x90\xa1*\xa6\xd2ZW\xc0\x88\xd1\xe5\xcd\xe1\xaaF@\xfe'
594380,641836,SFO-SD0422-11201,NONFED,ST-NASF,ST/C&L,USSDSDS,South Dakota Wildland Fire Suppression,SDSDS,South Dakota Wildland Fire Suppression (GPC Area),,,,,,,,,,2009,2454857.5,26,,5.0,Debris Burning,,,,10.0,C,44.0479,-103.4844,14.0,MISSING/NOT SPECIFIED,SD,,,,b'\x00\x01\xad\x10\x00\x00\xa8\x8b\xdbh\x00\xdfY\xc0@\xbdR\x96!\x06F@\xa8\x8b\xdbh\x00\xdfY\xc0@\xbdR\x96!\x06F@|\x01\x00\x00\x00\xa8\x8b\xdbh\x00\xdfY\xc0@\xbdR\x96!\x06F@\xfe'
1109119,1350637,CDF_2008_53_2211_006765      ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,006765      ,,SONOMA                   ,,,,,,2008,2454697.5,232,,5.0,Debris Burning,,,,1.0,B,38.27611111,-122.62111111,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00t(\xd0H\xc0\xa7^\xc0\x98\xc1\xdd\x9bW#C@t(\xd0H\xc0\xa7^\xc0\x98\xc1\xdd\x9bW#C@|\x01\x00\x00\x00t(\xd0H\xc0\xa7^\xc0\x98\xc1\xdd\x9bW#C@\xfe'
1129713,1377344,CDF_1992_55_2223_347         ,NONFED,ST-CACDF,ST/C&L,USCAMVU,Monte Vista Unit,CAMVU,CDF - Monte Vista Unit,,347         ,,OUTSIDE ORIGIN # 2       ,,,,,,1992,2448801.5,180,,9.0,Miscellaneous,,,,0.2,A,32.57888888,-116.62888888,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\xc0\x1a%\xb7?(]\xc0(\xcf\xe3\x07\x19J@@\xc0\x1a%\xb7?(]\xc0(\xcf\xe3\x07\x19J@@|\x01\x00\x00\x00\xc0\x1a%\xb7?(]\xc0(\xcf\xe3\x07\x19J@@\xfe'
1001599,1130851,TFS_NC_179734,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS302,NCS Region 3 District 2,,92-014,,,,,,,,1992,2448940.5,319,,5.0,Debris Burning,,,,0.2,A,35.7917,-81.3583,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00\x08\x8a\x1fc\xeeVT\xc0(\x1f\xf4lV\xe5A@\x08\x8a\x1fc\xeeVT\xc0(\x1f\xf4lV\xe5A@|\x01\x00\x00\x00\x08\x8a\x1fc\xeeVT\xc0(\x1f\xf4lV\xe5A@\xfe'
936501,1063975,SWRA_TN_2972,NONFED,ST-TNTNS,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS3,TNS Unit 3,,7124,,,,,,,,1997,2450802.5,354,,7.0,Arson,,,,0.1,A,35.5517,-85.99,14.0,MISSING/NOT SPECIFIED,TN,,,,b'\x00\x01\xad\x10\x00\x00\x8c\xc2\xf5(\\\x7fU\xc0\x08\x9a\x08\x1b\x9e\xc6A@\x8c\xc2\xf5(\\\x7fU\xc0\x08\x9a\x08\x1b\x9e\xc6A@|\x01\x00\x00\x00\x8c\xc2\xf5(\\\x7fU\xc0\x08\x9a\x08\x1b\x9e\xc6A@\xfe'
141407,142788,FS-369126,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,137,,1500,ZACH,,,,,,2001,2452165.5,256,1801,1.0,Lightning,2452167.5,258.0,1300,0.1,A,44.20083333,-115.76472222,5.0,USFS,ID,,,,b'\x00\x01\xad\x10\x00\x00([w5\xf1\xf0\\\xc0\x08&\x14\xe8\xb4\x19F@([w5\xf1\xf0\\\xc0\x08&\x14\xe8\xb4\x19F@|\x01\x00\x00\x00([w5\xf1\xf0\\\xc0\x08&\x14\xe8\xb4\x19F@\xfe'
